X;Y;key;nome;nomeunita1;nomeunita2;daprof;aprof;litologia;posizione;rango;etarel;a;oid
10,89568738;43,21231757;1008390;64;LIGURIDI S.L.;;0;101;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9698
10,88949806;43,2334289;769232;65;CALCAREO-MARNOSA. F.L.;;0;360;ARGILLITE- CALCARE MARNOSO-ARENARIA CEM. CARB. - MARNA- CALCARE MICRITICO;;Formazione;CRETACEO-SUP;;6713
10,90227652;43,21203982;238149;66;ARGILLOSO-CALCAREA F.L.;;0;51;ARGILLITE-CALCARE MICRITICO-CALCARENITE-ARENARIA CEM.CARB.;;Formazione;PALEOCENE;EOCENE;7103
10,87247521;43,22569946;1001036;67;LIGURIDI S.L.;;0;540;ARGILLITE-CALCARE MARNOSO- CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9426
10,88596456;43,2362067;1007829;68;LIGURIDI S.L.;;0;305;CALCARE MARNOSO-ARGILLITE-CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9429
10,87874214;43,22842879;1005607;69;LIGURIDI S.L.;;0;514;ARGILLITA- CALCARE MARNOSO - CALCARE SILICEO-ARENARIA-CALCARE;;Indefinita;CRETACEO;EOCENE;9432
10,87513086;43,23231771;1003655;70;LIGURIDI S.L.;;0;582;CALCARE MARNOSO-CALCARE MICRITICO-ARGILLITE;;Indefinita;ETA' IMPRECISATA;;9435
10,87345187;43,23053828;1002015;71;LIGURIDI S.L.;;0;521;CALCARE SILICEO-ARGILLA MARNOSA-MARNA-CALCARE MARNOSO-ARGILLITE;;Indefinita;CRETACEO;EOCENE;9439
10,88073448;43,22539965;1000026;72;LIGURIDI S.L.;;0;506;ARGILLITA-CALCARE MARNOSO-CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9442
10,88401407;43,22446278;236050;73;LIGURIDI S.L.;;0;494;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;6715
10,90902113;43,22176219;1003208;74;LIGURIDI S.L.;;0;521;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9702
10,8740371;43,22327961;1004054;75;LIGURIDI S.L.;;0;517;ARGILLITE-CALCARE MARNOSO-CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9445
10,87883206;43,2334758;1004009;76;LIGURIDI S.L.;;0;370;CALCARE MARNOSO-ARGILLITE-CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9448
11,68564555;42,49870204;5041007;76;VULCANITI;;0;30,5;PIROCLASTITI E LAVE;;;QUATERNARIO;;2662
10,88018434;43,23079479;915611;77;LIGURIDI S.L.;;0;427;ARGILLITE-CALCARE MICRITICO-CALCARE MARNOSO;;Indefinita;ETA' IMPRECISATA;;6718
10,882354;43,23002832;574377;78;LIGURIDI S.L.;;0;340;ARGILLITE-CALCARE MICRITICO-CALCARE MARNOSO;;Indefinita;ETA' IMPRECISATA;;6721
10,8879666;43,23379637;693233;79;LIGURIDI S.L.;;0;350;ARGILLITE-CALCARE MARNOSO-CALCARE MICRITICO;;Indefinita;ETA' IMPRECISATA;;6726
10,90513212;43,21898436;1003337;81;LIGURIDI S.L.;;0;280;CALCARE MARNOSO-ARGILLITE;;Indefinita;CRETACEO;EOCENE;9704
10,87007911;43,23204412;5534003;82;LIGURIDI S.L.;LIGURIDI S.L.;0;453;ARGILLITI E CALCARI;ALLOCTONO;Indefinita;EOCENE SUP.;CRETACEO INF.;3251
10,90513217;43,21315096;1009203;86;LIGURIDI S.L.;;0;69,55;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9706
10,90540996;43,21287318;1009359;87;LIGURIDI S.L.;;0;46,4;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9710
11,952598;42,73453927;5243006;88;VULCANITI;;0;94;PIROCLASTITI E LAVE;;;QUATERNARIO;;2997
10,87857856;43,23615669;5535012;89;LIGURIDI S.L.;LIGURIDI S.L.;0;348,3;ARGILLITI E CALCARI;ALLOCTONO;Indefinita;EOCENE SUP.;CRETACEO INF.;3454
10,89513178;43,21453982;1008416;90;LIGURIDI S.L.;;0;65,6;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9714
10,90429873;43,22120661;1001982;91;LIGURIDI S.L.;;0;430;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9718
10,91013235;43,21370655;1003185;92;LIGURIDI S.L.;;0;161;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9720
10,90422101;43,21426208;751172;93;LIGURIDI S.L.;;0;94,3;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7108
10,86574032;43,23446756;248639;94;LIGURIDI S.L.;;0;479;ARGILLITE-CALCARE MARNOSO/SILICEO;;;CRETACEO;EOCENE;6792
10,86013266;43,23093006;534355;97;LIGURIDI S.L.;;0;533;ARGILLITE-CALCARE MARNOSO;;;;;6799
10,9031921;43,22201825;1000633;98;LIGURIDI S.L.;;0;437;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9723
10,88996563;43,22444731;604622;99;LIGURIDI S.L.;;0;262;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;7112
10,86366384;43,22370644;76775;100;LIGURIDI S.L.;;0;613;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7796
10,86268771;43,23436398;590093;101;LIGURIDI S.L.;;0;424;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;7798
10,8563976;43,22758325;335965;102;LIGURIDI S.L.;;0;615;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7800
10,875024;43,24018113;598608;103;GRUPPO FORMAZIONI POSTOROGENICHE;;0;225;ARGILLA-CONGLOMERATO;;Gruppo;NEOGENE;;7807
10,86707503;43,22870651;1008909;104;LIGURIDI S.L.;;0;518,55;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9998
10,87444177;43,22828763;785016;105;LIGURIDI S.L.;;0;505;ARGILLITE-CALCARE MARNOSO;;Indefinita;ETA' IMPRECISATA;;7811
10,89086867;43,2276861;403729;106;LIGURIDI S.L.;;0;370;ARGILLITE-CALCARE MARNOSO;;Indefinita;ETA' IMPRECISATA;;7094
10,87776727;43,24100228;670021;107;GRUPPO FORMAZIONI POSTOROGENICHE;;0;210;ARGILLA;;Gruppo;NEOGENE;;7815
10,87337009;43,22333856;1005093;108;LIGURIDI S.L.;;0;605;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9999
10,85936269;43,23815217;44729;109;LIGURIDI S.L.;;0;354;ARGILLITE-CALCARE MARNOSO;;Indefinita;ETA' IMPRECISATA;;7820
10,87054039;43,2253627;268933;110;LIGURIDI S.L.;;0;570;CALCARE MARNOSO-ARGILLITE;;Indefinita;ETA' IMPRECISATA;;7823
10,85410024;43,23479013;238838;111;LIGURIDI S.L.;;0;637;CALCARE MARNOSO-ARGILLITE;;Indefinita;ETA' IMPRECISATA;;7826
10,86271139;43,22082949;339072;112;CALCAREO-MARNOSA F.L.;;0;520;MARNA-CALCARE-MARNOSO-ARGILLITE-ARENARIA CEM. CARB.;;Formazione;CRETACEO-SUP;;7830
10,86336916;43,21349326;196025;113;CALCAREO-MARNOSA F.L.;;0;520;CALCARE SELCIFERO-ARENARIA CEM. CARB.-ARGILLITE;;Formazione;CRETACEO-SUP;;7835
10,86654508;43,24017094;990964;114;GRUPPO FORMAZIONI POSTOROGENICHE;;0;44;ARGILLA-CONGLOMERATO;;Gruppo;PLIOCENE;;7839
10,85282981;43,25426229;192803;115;GRUPPO SERIE MARINO-CONTIN.;;0;50;CONGLOMERATO;;Gruppo;PLIOCENE-INF;;7842
10,87601519;43,21908432;54510;116;LIGURIDI S.L.;;0;664;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;7851
10,86199687;43,24870672;505215;117;GRUPPO SERIE MARINO-CONTIN.;;0;105;CONGLOMERATO;;Gruppo;PLIOCENE-INF;;7854
10,85485541;43,24148567;733116;118;GRUPPO SERIE OFIOLITIFERA F.L.;;0;211;OFIOLITE;;Gruppo;GIURASSICO;;7861
10,86361184;43,23122317;1008443;119;LIGURIDI S.L.;;0;508;ARGILLITE-CALCARE MARNOSO-CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;10005
10,89389527;43,23555596;246863;120;LIGURIDI S.L.;;0;580;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;7866
10,84366321;43,21009507;376381;121;GRUPPO FORMAZIONI CONTINENTALI;;0;55;ARGILLITE-CALCARE MICRITICO;;Gruppo;QUATERNARIO;;7098
10,85028097;43,24452709;488706;122;GRUPPO DELLA SERIE OFIOLITICA;;0;135;SERPENTINITI;;Gruppo;GIURASSICO;;6729
10,86040797;43,24426221;1009611;123;GRUPPO FORMAZIONI POSTOROGENICHE;;0;167;ARGILLA conglomerato;;Gruppo;NEOGENE;;9328
10,89698501;43,24728675;112378;124;LIGURIDI S.L.;;0;640;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;6734
10,87702993;43,21444638;1008738;125;LIGURIDI S.L.;;0;551;ARGILLITE CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9332
10,86403037;43,25434476;1007668;126;GRUPPO FORMAZIONI POSTOROGENICHE;;0;269;CONGLOMERATO ARGILLA;;Gruppo;NEOGENE;;9335
10,86199709;43,22537311;576947;127;LIGURIDI S.L.;;0;610;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;6739
10,87103172;43,22988281;1001120;128;LIGURIDI S.L.;;0;472;ARGILLITE CALCARE MARNOSO CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9338
10,86764652;43,23450771;1007549;129;GRUPPO FORMAZIONI POSTOROGENICHE;;0;155;CONGLOMERATO ARGILLA GESSO;;Gruppo;NEOGENE;;9342
10,83240499;43,21766594;1009522;130;GR. F. SERIE MARINO-CONTINENTALI;;0;80;CONGLOMERATO-SABBIA-ARGILLA;;Gruppo;PLIOCENE-I;;9630
10,86178413;43,2155898;1005106;131;LIGURIDI S.L.;;0;610;ARGILLITE CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9346
12,35511805;42,09953391;4846018;131;VULCANITI;;0;273,2;PIROCLASTITI E LAVE;;;QUATERNARIO;;2293
10,87297318;43,23218183;1001460;132;LIGURIDI S.L.;;0;575;ARGILLITE CALCARE MARNOSO CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9352
12,32372812;42,08508918;4846021;132;VULCANITI;;0;235;PIROCLASTITI E LAVE;;;QUATERNARIO;;2305
10,87068611;43,24648451;1001531;133;GR. F. SERIE MARINO-CONTINENTALI;;0;200;COGLOMERATO ARGILLA MARNOSA;;Gruppo;PLIOCENE-I;;9354
10,86040799;43,2414844;1002707;134;GRUPPO FORMAZIONI POSTOROGENICHE;;0;50;CONGLOMERATO ARGILLA;;Gruppo;NEOGENE;;9365
12,35317369;42,07981147;4846023;134;VULCANITI;;0;260;PIROCLASTITI E LAVE;;;QUATERNARIO;;2321
10,86753531;43,2346199;1003163;135;GRUPPO FORMAZIONI POSTOROGENICHE;;0;200;CONGLOMERATO ARGILLA;;Gruppo;NEOGENE;;9369
12,35261773;42,12981201;4846012;135;VULCANITI;;0;294;PIROCLASTITI E LAVE;;;QUATERNARIO;;2249
10,87249138;43,21724828;231728;136;LIGURIDI S.L.;;0;630;ARGILLITE-CALCARE MARNOSO-CALCARE SILICEO-ARENARIA;;Indefinita;CRETACEO;EOCENE;6741
10,86480141;43,23503472;1002126;137;LIGURIDI S.L.;;0;398;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9372
10,86131952;43,23568889;1001825;138;LIGURIDI S.L.;;0;400;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9374
10,88818693;43,22981774;1002359;139;LIGURIDI S.L.;;0;380;ARGILLITE-CALCARE MARNOSO-CALCARE SILICEO;;Indefinita;CRETACEO;EOCENE;9638
10,86107484;43,2396432;199292;140;LIGURIDI S.L.;;0;348;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;6748
10,85401914;43,21231736;1009184;141;LIGURIDI S.L.;;0;605;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;9641
10,88818695;43,22731771;1009992;142;LIGURIDI S.L.;;0;305;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9647
10,8662417;43,22565091;1004635;143;LIGURIDI S.L.;;0;570;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9376
12,21455671;42,17564526;4945005;143;VULCANITI;;0;300;PIROCLASTITI E LAVE;;;QUATERNARIO;;2524
10,84531625;43,25753927;1009816;144;GRUPPO FORMAZIONI POSTOROGENICHE;;0;234;CONGLOMERATO-ARGILLA;;Gruppo;NEOGENE;;9379
10,85033005;43,21870631;135261;145;LIGURIDI S.L.;;0;815;ARGILLITE-CALCARE MARNOSO/SILICEO;;Indefinita;CRETACEO;EOCENE;6751
10,85901943;43,20176171;1000555;146;LIGURIDI S.L.;;0;445;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;9650
10,83492924;43,25771754;5534002;147;FORMAZIONI POSTOROGENICHE;;0;154;CONGLOMERATI ED ARGILLE;;GRUPPO;NEOGENE;;3247
10,83763482;43,22009938;587302;148;LIGURIDI S.L.;;0;1340;ARGILLITE-CALCARE MARNOSO-CALCARE;;Indefinita;CRETACEO;EOCENE;6755
10,8526461;43,22935;638835;149;CALCARE A PALOMBINI F.L.;;0;250;CALCARE SILICEO-ARENARIA-ARGILLITE-CALCARENITE;;Formazione;TRIASSICO-INF;;6759
10,84024411;43,26312463;698773;150;GRUPPO FORMAZIONI POSTOROGENICHE;;0;85;ARGILLA-CONGLOMERATO;;Gruppo;PLIOCENE;;6763
10,84344844;43,22966836;562843;151;LIGURIDI S.L.;;0;1015;ARGILLITE-CALCARE;;Indefinita;CRETACEO;EOCENE;6767
10,8355702;43,23192856;5534005;153;SERIE OFIOLITIFERA;LIGURIDI S.L.;0;870;OFIOLITI;ALLOCTONO;GRUPPO;GIURASSICO;;3256
10,8867468;43,24667846;1008666;155;LIGURIDI S.L.;;0;540;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9385
10,87826071;43,23391114;776482;156;LIGURIDI S.L.;;0;322;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;6770
10,90933713;43,24684899;1003820;157;LIGURIDI S.L.;;0;522;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9390
10,90386124;43,23736842;1003707;158;LIGURIDI S.L.;;0;715;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9392
10,84580255;43,22414442;905522;159;LIGURIDI S.L.;;0;1060;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;6775
10,86434351;43,26058352;646028;160;GRUPPO FORMAZIONI POSTOROGENICHE;;0;170;CONGLOMERATO-ARGILLA-SABBIA;;Gruppo;NEOGENE;;6778
10,89875827;43,24513885;729136;161;LIGURIDI S.L.;;0;675;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;6781
11,81148271;42,60203712;5142018;161;VULCANITI;;0;328;PIROCLASTITI E LAVE;;;QUATERNARIO;;2804
11,78537089;42,57009219;5142027;162;VULCANITI;;0;257;PIROCLASTITI E LAVE;;;QUATERNARIO;;2860
10,89056639;43,24326882;5535007;162;LIGURIDI S.L.;LIGURIDI S.L.;0;560;ARGILLITI,ARENARIE E CALCARI MARNOS;ALLOCTONO;Indefinita;EOCENE SUP.;CRETACEO INF.;3427
10,85732142;43,21754022;282407;163;GRUPPO FORMAZIONI POSTOROGENICHE;;0;150;MARNA-GESSO-ARENARIA-CONGLOMERATO-ARGILLA;;Gruppo;MIOCENE-SUP;;6784
10,84392043;43,25180112;399869;164;GRUPPO FORMAZIONI POSTOROGENICHE;;0;115;CONGLOMERATO-SABBIA-ARGILLA;;Gruppo;PLIOCENE;;6788
12,18261078;42,21286775;4945007;167;LIGURIDI S.L.;LIGURIDI S.L.;0;252;ARGILLITI, MARNE, ARENARIE E CALCARI;ALLOCTONO;GRUPPO;OLIGOCENE;CRETACEO SUP.;2527
12,09149643;42,19675606;4944009;168;LIGURIDI S.L.;LIGURIDI S.L.;0;218;ARGILLITI, MARNE, ARENARIE E CALCARI;ALLOCTONO;GRUPPO;OLIGOCENE;CRETACEO SUP.;2518
12,14649874;42,16147814;4845007;169;VULCANITI;;0;315;PIROCLASTITI E LAVE;;;QUATERNARIO;;2210
12,10983082;42,14925562;682531;170;VULCANITI;;0;55;PIROCLASTITI-LAVE;;;QUATERNARIO;;7872
12,28039263;42,15564532;4846007;172;VULCANITI;;0;301;PIROCLASTITI E LAVE;;;QUATERNARIO;;2213
11,99287819;42,62398263;5143009;186;VULCANITI;;0;298;PIROCLASTITI E LAVE;;;QUATERNARIO;;2875
11,78711466;42,6589821;1007732;187;VULCANITI;;0;300;PIROCLASTITI E LAVE;;;QUATERNARIO;;11344
11,99649006;42,54787067;5143010;188;VULCANITI;;0;297,5;PIROCLASTITI E LAVE;;;QUATERNARIO;;2876
11,86870739;42,56314805;5142028;189;VULCANITI;;0;300;PIROCLASTITI E LAVE;;;QUATERNARIO;;2862
11,91870967;42,51314771;5143011;190;VULCANITI;;0;255;PIROCLASTITI E LAVE;;;QUATERNARIO;;2877
11,87759596;42,64176009;5143008;191;VULCANITI;;0;290;PIROCLASTITI E LAVE;;;QUATERNARIO;;2874
11,91204125;42,69453863;5243009;193;VULCANITI;;0;339;PIROCLASTITI E LAVE;;;QUATERNARIO;;3012
12,1940006;42,14897821;4845004;198;VULCANITI;;0;271,6;PIROCLASTITI E LAVE;;;QUATERNARIO;;2205
12,22372343;42,21147903;4945008;199;VULCANITI;;0;159;PIROCLASTITI E LAVE;;;QUATERNARIO;;2528
12,31233795;42,19536812;4946006;200;VULCANITI;;0;220;PIROCLASTITI E LAVE;;;QUATERNARIO;;2541
12,46540238;41,77369752;4647004;201;VULCANITI;;0;40;PIROCLASTITI E LAVE;;;QUATERNARIO;;1939
12,38928911;41,68980741;4647005;202;VULCANITI;;0;45;PIROCLASTITI;;;QUATERNARIO;;1942
11,83342646;42,7831504;5242001;206;FORMAZIONI POSTOROGENICHE;;0;268,4;ARGILLE, SABBIE E CONGLOMERATI;;;PLEISTOCENE;MIOCENE SUP.;2964
10,87066876;43,23902539;928368;102BIS;GRUPPO SERIE MARINO-CONTIN.;;0;150;CONGLOMERATO;;Gruppo;PLIOCENE-INF;;7802
11,77953708;42,60148141;5142014;103latera;VULCANITI;;0;270;PIROCLASTITI E LAVE;;;QUATERNARIO;;2787
11,93398628;42,72287239;5243008;106alfina;VULCANITI;;0;178;PIROCLASTITI E LAVE;;;QUATERNARIO;;3008
11,66175566;42,51203541;5141001;111ischia;VULCANITI;;0;90;PIROCLASTITI E LAVE;;;QUATERNARIO;;2748
12,12649837;42,11536643;4845005;115m.sabatini;VULCANITI;;0;158;PIROCLASTITI E LAVE;;;QUATERNARIO;;2206
12,39150839;42,08620059;4847007;120m.sabatini;VULCANITI;;0;140;PIROCLASTITI E LAVE;;;QUATERNARIO;;2344
12,36622909;42,16231243;4846008;127m.sabatini;VULCANITI;;0;112;PIROCLASTITI E LAVE;;;QUATERNARIO;;2214
10,86123532;43,23573589;547109;138BIS;CALCARE A PALOMBINI F.L.;;0;98;ARGILLITE-CALCARE SILICEO;;Formazione;CRETACEO-INF;;6744
10,84529744;43,25739369;1000714;144BIS;GRUPPO FORMAZIONI POSTOROGENICHE;;0;234;CONGLOMERATO-ARGILLA;;Gruppo;NEOGENE;;9382
12,33483916;42,14647879;4846025;145m.sabatini;VULCANITI;;0;299;PIROCLASTITI E LAVE;;;QUATERNARIO;;2333
10,88783132;43,23454002;5535009;152 PROFONDO;FLYSCH CALCAREO MARNOSO;LIGURIDI S.L.;0;350;CALCARI,ARGILLITI E CALCARENITI;ALLOCTONO;GRUPPO;CRETACEO SUP.;;3440
10,92199916;43,246207;5535006;154/SV 10;LIGURIDI S.L.;LIGURIDI S.L.;0;690;ARGILLITI E CALCARI MARNOSI;ALLOCTONO;Indefinita;EOCENE SUP.;CRETACEO INF.;3424
11,82870564;42,59398155;5142022;166 BIS;VULCANITI;;0;378,5;PIROCLASTITI E LAVE;;;QUATERNARIO;;2837
10,89930138;43,21552846;1009140;26BIS;LIGURIDI S.L.;;0;235;ARGILLITE-CALCARE MARNOSO;;Indefinita;CRETACEO;EOCENE;9666
11,04394957;43,09926142;342572;324 MINIERA DI CAMPIANO;;;0;597,95;FLYSCH LIGURE;;;;;6673
11,79064873;42,58592573;5142023;78latera;VULCANITI;;0;133;PIROCLASTITI E LAVE;;;QUATERNARIO;;2838
10,86554383;43,23463388;460446;94BIS;LIGURIDI S.L.;;0;110;ARGILLITE-CALCARE-ARENARIA;;;CRETACEO-INF;;6795
11,90204295;42,44453575;5043006;A 6;VULCANITI;;0;128;LAVE E PIROCLASTITI;;;QUATERNARIO;;2665
11,65814127;42,88176184;5341002;AB D 3;;;0;70;TRACHITE;;;;;3063
11,66369702;42,88315077;5341021;AB D 40;;;0;62;VULCANITI;;;;;3119
8,771673316;40,12949596;3618001;ABBASANTA;;;0;80;BASALTI COMPATTI CON INTERCALZIONI;;;;;1094
14,34910853;36,99393988;1762001;ACATE 1;;;0;850;ARGILLE LEGGERMENTE SABBIOSE;;;QUATERNARIO;PLIOCENE;140
12,28400435;42,0953669;4846004;ACEA;;;0;90;TUFI RIMANEGGIATI E TUFITI;;;QUATERNARIO;;2212
12,47095797;41,79564222;4647003;ACQUA LAURENTINA;;;0;10;POMICI BIANCASTRE E TUFO;;;;;1935
